city,state,pickup_count,delivery_count,latitude,longitude
Lilesville,NC,0,1,34.9675,-79.9845
Lillington,NC,1,3,35.4001,-78.8138
Lima,OH,47,30,40.741,-84.112
Lincoln,IL,3,3,40.1508,-89.372
Lincoln,NE,1,0,40.8099,-96.6784
Lincoln Park,NJ,2,0,40.9239,-74.3035
Lincolnton,NC,164,69,35.4748,-81.2386
Linden,NJ,219,66,40.6251,-74.2383
Lindenhurst,NY,2,3,40.6858,-73.371
Lindenwold,NJ,3,0,39.8173,-74.9898
Linthicum,MD,0,2,39.2088,-76.6626
Linton,IN,0,2,39.0354,-87.1577
Linville,NC,1,0,36.0674,-81.8715
Lisbon,ME,2,0,44.0289,-70.1076
Lisbon,OH,13,2,40.7752,-80.7628
Litchfield,IL,4,0,39.1954,-89.63
Litchfield,MN,1,0,45.1221,-94.5253
Lithia Springs,GA,53,59,33.7811,-84.6487
Lithonia,GA,15,23,33.7129,-84.106
Lititz,PA,6,18,40.154,-76.3044
Little Chute,WI,2,1,44.2906,-88.3208
Little Falls,MN,0,1,45.9862,-94.3586
Little Falls,NY,8,1,43.0452,-74.8566
Little Ferry,NJ,1,22,40.8464,-74.0388
Little Hocking,OH,0,1,39.2608,-81.702
Little Mountain,SC,0,1,34.1968,-81.4124
Little River,SC,0,5,33.8786,-78.6393
Little Rock,AR,3,17,34.7256,-92.3577
Little Silver,NJ,0,1,40.3357,-74.0346
Littlestown,PA,1,3,39.7452,-77.0892
Littleton,NC,1,1,36.4343,-77.911
Live Oak,FL,1,0,30.2957,-82.9847
Liverpool,NY,28,48,43.1065,-76.2095
Livingston,AL,2,2,32.5982,-88.1891
Livingston,TN,0,3,36.3875,-85.3265
Livingston,TX,0,1,30.71,-94.9381
Livonia,MI,5,23,42.3972,-83.3733
Lobelville,TN,1,1,35.7508,-87.7958
Lock Haven,PA,43,8,41.1365,-77.4521
Lockbourne,OH,126,193,39.8078,-82.9838
Lockport,IL,2,5,41.5906,-88.0293
Lockport,NY,6,11,43.1698,-78.6956
Locust,NC,0,3,35.2688,-80.4369
Locust Grove,GA,4,6,33.3446,-84.1071
Locust Grove,VA,1,0,38.9705,-78.4031
Lodge,SC,1,0,33.0678,-80.9537
Lodi,NJ,0,75,40.8784,-74.0814
Lodi,OH,0,1,41.0348,-82.0124
Logan,OH,0,1,39.5385,-82.4062
Logan,WV,0,1,37.8509,-81.9857
Logansport,IN,2,4,40.7472,-86.352
Loganton,PA,0,3,41.0338,-77.3023
Lolita,TX,2,0,28.8326,-96.5388
Lomira,WI,3,1,43.5946,-88.4421
London,KY,9,50,37.1175,-84.0767
London,OH,4,6,39.8935,-83.4375
Londonderry,VT,0,1,43.2278,-72.8083
Lone Wolf,OK,0,1,34.9904,-99.2456
Long Beach,CA,0,1,33.7977,-118.167
Long Beach,MS,0,1,30.3608,-89.1651
Long Branch,NJ,1,7,40.2965,-73.9915
Long Neck,DE,0,1,38.6205,-75.1529
Long Prairie,MN,1,0,45.9775,-94.863
Longview,TX,1,1,32.5193,-94.7622
Lorain,OH,6,30,41.4409,-82.184
Lordstown,OH,1,6,41.1684,-80.859
Loretto,KY,0,1,37.6351,-85.3985
Loretto,MN,0,1,45.0548,-93.6353
Loretto,TN,1,0,35.0792,-87.4401
Loris,SC,2,16,34.0578,-78.8876
Lorton,VA,2,32,38.6983,-77.2164
Loudon,TN,35,39,35.7414,-84.3701
Loudonville,OH,0,2,40.6342,-82.2328
Louisa,KY,0,5,38.1081,-82.6132
Louisa,VA,13,4,38.0212,-77.9986
Louisburg,NC,15,17,36.0986,-78.3009
Louisville,AL,1,2,31.781,-85.5583
Louisville,KY,381,383,38.1663,-85.6485
Louisville,MS,1,2,33.1224,-89.0553
Louisville,OH,2,4,40.837,-81.2643
Louisville,TN,1,5,35.8247,-84.0552
Lovejoy,GA,0,1,33.4426,-84.3177
Loveland,OH,1,10,39.2677,-84.2733
Lovell,WY,1,0,44.8357,-108.3919
Low Moor,VA,12,0,37.7952,-79.8695
Lowell,AR,1,1,36.2561,-94.1532
Lowell,IN,0,1,41.2917,-87.4195
Lowell,MA,0,2,42.6389,-71.3217
Lowell,MI,1,2,42.9351,-85.3457
Lowell,NC,2,4,35.2688,-81.1013
Lowellville,OH,1,144,41.039,-80.5463
Lowgap,NC,1,1,36.5231,-80.8671
Loxahatchee Groves,FL,0,2,26.7106,-80.2763
Loxley,AL,5,8,30.6812,-87.7416
Loyalhanna,PA,0,1,40.3144,-79.356
Loysville,PA,0,1,40.3656,-77.3444
Lubbock,TX,1,0,33.5657,-101.8879
Lucama,NC,2,3,35.6449,-78.0076
Lucasville,OH,0,1,38.878,-82.985
Luckey,OH,69,2,41.4525,-83.4839
Ludington,MI,11,1,43.9573,-86.4434
Ludlow,MO,0,1,39.6541,-93.7025
Lufkin,TX,1,1,31.3217,-94.7277
Lugoff,SC,45,73,34.2113,-80.6973
Lula,GA,0,6,34.3955,-83.6659
Lumber Bridge,NC,0,5,34.8898,-79.0725
Lumber City,GA,2,0,31.933,-82.6828
Lumberton,MS,1,0,31.0064,-89.4592
Lumberton,NC,156,101,34.6312,-79.0186
Lunenburg,VA,0,6,36.9585,-78.2683
Luray,VA,0,2,38.665,-78.4546
Luther,OK,0,1,35.6682,-97.1905
Luverne,AL,0,2,31.7186,-86.2687
Luverne,MN,0,1,43.6531,-96.2148
Lyerly,GA,0,2,34.4035,-85.4041
Lykens,PA,1,0,40.5641,-76.6983
Lyman,SC,3,5,34.9667,-82.1232
Lynchburg,TN,2,10,35.2846,-86.3587
Lynchburg,VA,36,60,37.4003,-79.1909
Lyndhurst,VA,1,6,38.022,-78.9516
Lyndon,VT,1,0,44.5154,-72.0134
Lyndonville,NY,4,1,43.3213,-78.3891
Lynn,MA,3,6,42.4781,-70.9664
Lynnville,IN,1,0,38.1988,-87.3141
Lyon,MS,0,1,34.2169,-90.543
Lyons,GA,3,3,32.2062,-82.3215
Lyons,KS,4,0,38.3462,-98.2045
Lyons,PA,1,26,40.4807,-75.7592
Lyons Falls,NY,0,1,43.617,-75.3618
Mabank,TX,0,1,32.3685,-96.1138
Mableton,GA,4,11,33.8133,-84.5655
Macclenny,FL,0,5,30.2809,-82.1253
Macedonia,OH,49,59,41.3147,-81.4989
Maceo,KY,1,1,37.8624,-86.9914
Machesney Park,IL,2,0,42.3666,-89.0266
Mackinaw,IL,1,1,40.5341,-89.355
Macon,GA,41,39,32.8065,-83.6974
Macon,MO,0,1,39.7426,-92.4711
Macon,MS,2,0,33.1217,-88.5564
Macungie,PA,11,46,40.5165,-75.5545
Macy,IN,0,1,40.9581,-86.1288
Madison,AL,8,17,34.7114,-86.7626
Madison,GA,12,2,33.5793,-83.4758
Madison,IL,4,1,38.7024,-90.1501
Madison,IN,6,2,38.7581,-85.3973
Madison,MS,1,4,32.4738,-90.13
Madison,NC,25,18,36.3868,-79.975
Madison,NJ,0,1,40.7586,-74.4169
Madison,OH,21,2,41.7722,-81.0529
Madison,SD,1,0,44.0062,-97.1085
Madison,VA,6,5,38.3794,-78.2586
Madison,WI,1,8,43.0822,-89.393
Madison,WV,0,1,38.0631,-81.8046
Madison Heights,MI,2,2,42.5073,-83.1034
Madison Heights,VA,2,3,37.4487,-79.1057
Madisonville,KY,16,10,37.3409,-87.5034
Madisonville,TN,0,2,35.5232,-84.363
Magee,MS,0,2,31.873,-89.734
Magna,UT,0,1,40.7634,-112.1599
Magnolia,MS,0,1,31.1619,-90.467
Mahanoy City,PA,3,0,40.8126,-76.1382
Maiden,NC,12,10,35.5845,-81.224
Maize,KS,1,0,37.7749,-97.462
Malden,MA,0,1,42.4305,-71.0576
Malden,MO,4,0,36.585,-89.9808
Malvern,PA,5,4,40.0329,-75.5146
Manassas,VA,36,127,38.7479,-77.4838
Manassas Park,VA,59,7,38.7709,-77.4429
Manawa,WI,3,0,44.4613,-88.9204
Manchester,GA,5,1,32.8565,-84.6329
Manchester,MD,0,1,39.6585,-76.8881
Manchester,NH,6,8,42.9848,-71.4447
Manchester,PA,14,7,40.0613,-76.7195
Manchester,TN,9,13,35.463,-86.0774
Mangum,OK,0,1,34.8787,-99.5038
Manhattan,KS,0,1,39.1886,-96.6048
Manheim,PA,5,15,40.163,-76.3964
Manistee,MI,5,0,44.2439,-86.3242
Manistique,MI,1,0,45.9591,-86.2507
Manitowoc,WI,6,1,44.0991,-87.6812
Mankato,MN,3,3,44.1715,-93.9772
Manning,SC,22,32,33.6933,-80.2167
Manns Choice,PA,2,1,40.0035,-78.5912
Mannsville,NY,0,1,43.7158,-76.0649
Mansfield,IL,1,0,40.2125,-88.5084
Mansfield,LA,2,0,32.0355,-93.7004
Mansfield,OH,16,13,40.7656,-82.5275
Mansfield,PA,0,5,41.8062,-77.0787
Mansfield,TX,0,2,32.569,-97.1213
Manteo,NC,0,5,35.9014,-75.6609
Manton,MI,1,0,44.4114,-85.401
Mantua,OH,1,0,41.282,-81.2223
Maple Grove,MN,2,6,45.1089,-93.4626
Maple Heights,OH,11,17,41.4094,-81.5625
Maple Park,IL,1,0,41.9095,-88.6076
Maple Plain,MN,0,1,45.0088,-93.6618
Maplesville,AL,2,0,32.7867,-86.8783
Mappsville,VA,0,1,37.8435,-75.5686
Maquoketa,IA,1,1,42.059,-90.6649
Marana,AZ,1,0,32.4355,-111.1558
Marble,NC,0,1,35.177,-83.9265
Marcus Hook,PA,1,5,39.8131,-75.4165
Marcy,NY,1,31,43.1373,-75.268
Marengo,IN,14,126,38.3714,-86.3444
Marengo,OH,0,11,40.4008,-82.811
Marianna,AR,1,0,34.7736,-90.7674
Marianna,FL,3,4,30.7943,-85.2259
Marietta,GA,31,13,33.9533,-84.5422
Marietta,OH,73,45,39.4241,-81.4465
Marietta,PA,4,7,40.0574,-76.5515
Marion,AL,0,2,32.6318,-87.3172
Marion,IA,0,1,42.0451,-91.585
Marion,IL,2,2,37.7345,-88.942
Marion,IN,30,45,40.5497,-85.6604
Marion,NC,26,21,35.6777,-82.0017
Marion,OH,47,19,40.5973,-83.1227
Marion,SC,18,23,34.1787,-79.3956
Marion,VA,20,5,36.8379,-81.5156
Marked Tree,AR,2,1,35.5251,-90.4252
Markesan,WI,1,0,43.7098,-88.9907
Markham,IL,1,0,41.6,-87.6904
Marksville,LA,1,0,31.1246,-92.0652
Marlboro,NJ,0,1,39.486,-75.3215
Marlboro,NY,11,1,41.6047,-73.9772
Marlborough,MA,0,6,42.3494,-71.5468
Marlette,MI,0,1,43.3268,-83.0806
Marlton,NJ,1,2,39.9014,-74.9294
Marmora,NJ,0,1,39.2594,-74.657
Marquez,TX,0,4,31.2361,-96.2574
Mars,PA,38,4,40.6969,-80.0141
Marshall,IL,0,1,39.3986,-87.69
Marshall,MI,0,1,42.2618,-84.9598
Marshall,MN,0,2,44.4488,-95.7897
Marshall,MO,0,1,39.1147,-93.201
Marshall,NC,1,0,35.7973,-82.6818
Marshall,TX,1,5,32.537,-94.3515
Marshall,VA,0,5,38.8661,-77.8453
Marshalltown,IA,1,3,42.0343,-92.9068
Marshfield,MO,1,0,37.3424,-92.9107
Marshville,NC,16,22,34.9865,-80.3685
Marston,MO,4,0,36.5177,-89.6063
Martin,GA,1,0,34.4856,-83.1985
Martin,MI,1,0,42.537,-85.6389
Martin,TN,8,1,36.3385,-88.8513
Martinez,GA,0,6,33.5209,-82.0985
Martins Ferry,OH,38,2,40.1014,-80.7253
Martinsburg,PA,3,2,40.3109,-78.3243
Martinsburg,WV,136,55,39.4582,-77.9776
Martinsville,IN,1,1,39.4149,-86.4316
Martinsville,VA,102,26,36.6826,-79.8636
Marydel,MD,0,1,39.113,-75.7497
Maryland Heights,MO,2,3,38.7189,-90.4749
Marysville,MI,1,3,42.9084,-82.4806
Marysville,OH,51,7,40.2279,-83.3595
Maryville,MO,4,2,40.3428,-94.8702
Maryville,TN,11,8,35.7468,-83.9789
Mascot,TN,6,0,36.0673,-83.7649
Mascoutah,IL,2,1,38.5192,-89.8045
Mason,MI,1,7,42.5806,-84.4427
Mason,OH,19,17,39.3571,-84.3023
Mason City,IA,0,1,43.1487,-93.1997
Massillon,OH,88,35,40.7838,-81.5254
Masury,OH,5,0,41.2083,-80.5378
Matamoras,PA,0,1,41.3666,-74.6997
Matawan,NJ,0,2,40.4127,-74.2365
Mathiston,MS,1,0,33.5391,-89.1275
Matteson,IL,1,1,41.5095,-87.7468
Matthews,NC,11,97,35.1195,-80.7101
Mattoon,IL,1,4,39.4774,-88.3623
Maugansville,MD,2,0,39.6937,-77.7472
Mauldin,SC,1,16,34.7821,-82.3032
Maumee,OH,19,5,41.5696,-83.6636
Maumelle,AR,1,1,34.8522,-92.4
Mauricetown,NJ,2,1,39.292,-75.0097
Max Meadows,VA,2,4,36.9798,-80.9678
Maxton,NC,108,151,34.7365,-79.3527
Maybrook,NY,0,22,41.4881,-74.213
Mayfield,KY,4,8,36.7371,-88.6447
Mayfield,PA,1,2,41.5394,-75.5315
Mayfield Heights,OH,0,1,41.5174,-81.4534
Maynardville,TN,2,4,36.247,-83.8057
Mayodan,NC,5,11,36.421,-79.9675
Mays Landing,NJ,10,10,39.4506,-74.7098
Maysville,GA,0,2,34.2555,-83.5521
Maysville,KY,12,10,38.6455,-83.7911
Maywood,IL,0,1,41.8798,-87.8442
Maywood,NJ,3,47,40.9025,-74.0634
Mazomanie,WI,1,0,43.1731,-89.7954
McAllen,TX,1,0,26.2252,-98.2467
McBain,MI,1,0,44.1961,-85.2154
McCrory,AR,0,6,35.2573,-91.1972
McDonald,TN,0,1,35.1088,-84.9853
McLean,VA,0,1,38.9436,-77.1943
McRae-Helena,GA,0,1,32.0636,-82.8968
Mcadenville,NC,1,1,35.2652,-81.0805
Mcadoo,PA,0,2,40.9009,-75.9924
Mcalester,OK,0,1,34.9257,-95.7734
Mcalisterville,PA,2,0,40.6381,-77.273
Mcbee,SC,72,13,34.467,-80.2571
Mccalla,AL,3,6,33.3023,-87.0302
Mccomb,OH,2,13,41.1068,-83.7898
Mcconnellsburg,PA,7,16,39.932,-77.9958
Mcconnelsville,OH,1,0,39.6568,-81.8467
Mccook,IL,0,7,41.7959,-87.8411
Mccordsville,IN,3,8,39.8966,-85.9208
Mcdonough,GA,65,58,33.4397,-84.1505
Mcelhattan,PA,13,28,41.1543,-77.3522
Mcewen,TN,1,0,36.1099,-87.6355
Mcgehee,AR,2,0,33.6278,-91.3953
Mcguire Afb,NJ,0,1,40.0285,-74.5883
Mchenry,IL,0,1,42.3387,-88.2932
Mcintyre,GA,5,0,32.8466,-83.2011
Mckees Rocks,PA,5,14,40.4688,-80.063
Mckeesport,PA,22,21,40.3418,-79.844
Mckenney,VA,0,4,36.9853,-77.7219
Mckenzie,TN,13,0,36.1372,-88.5077
Mckinney,TX,1,0,33.2016,-96.667
Mcleansville,NC,2,84,36.1045,-79.6554
Mcminnville,TN,5,3,35.6864,-85.7812
Mcpherson,KS,0,1,38.3714,-97.6605
Mcsherrystown,PA,1,0,39.8036,-77.0199
Mcveytown,PA,0,2,40.4981,-77.7415
Meadows of Dan,VA,0,1,36.7386,-80.3973
Meadville,PA,26,36,41.6476,-80.1468
Mebane,NC,85,116,36.0852,-79.2736
Mechanicsburg,PA,167,127,40.2115,-77.006
Mechanicsville,MD,0,2,38.4355,-76.7424
Mechanicsville,VA,3,33,37.6263,-77.3561
Mechanicville,NY,41,21,42.9036,-73.6894
Medford,MA,1,4,42.4234,-71.1087
Medford,NY,0,5,40.822,-72.9859
Media,PA,0,1,39.9199,-75.3889
Medina,NY,13,2,43.2197,-78.3888
Medina,OH,36,37,41.1358,-81.8695
Medley,FL,13,9,25.8647,-80.3516
Mehoopany,PA,6,52,41.568,-76.0616
Melbourne,AR,0,1,36.0638,-91.882
Melbourne,FL,0,3,28.1086,-80.6627
Melfa,VA,0,2,37.6489,-75.7407
Melissa,TX,1,0,33.2891,-96.5573
Melrose Park,IL,14,14,41.903,-87.8636
Melville,NY,2,0,40.7824,-73.4088
Melvindale,MI,2,0,42.2802,-83.1782
Memphis,IN,1,1,38.4891,-85.7679
Memphis,MI,0,4,42.8956,-82.7689
Memphis,TN,122,161,35.1087,-89.9663
Menasha,WI,2,0,44.2125,-88.4271
Mendota Heights,MN,0,2,44.8815,-93.14
Menomonee Falls,WI,4,0,43.1487,-88.1227
Menomonie,WI,1,2,44.8893,-91.9084
Mentor,OH,10,40,41.6893,-81.3362
Mer Rouge,LA,1,0,32.7767,-91.7949
Mercer,PA,3,0,41.2266,-80.2361
Mercersburg,PA,1,1,39.8318,-77.9028
Merchantville,NJ,2,1,39.9502,-75.0504
Meriden,CT,1,5,41.5369,-72.7946
Meridian,MS,5,2,32.3846,-88.6896
Merrick,NY,0,1,40.6515,-73.5535
Merrifield,VA,0,1,38.8731,-77.2426
Merrillville,IN,5,0,41.4728,-87.3196
Merritt Island,FL,0,2,28.3139,-80.6708
Mertztown,PA,4,12,40.5033,-75.6674
Mesa,AZ,1,1,33.4015,-111.7178
Mesquite,NM,2,0,32.167,-106.6885
Mesquite,TX,1,3,32.7602,-96.5865
Meta,MO,1,1,38.3122,-92.1656
Metairie,LA,0,1,29.9977,-90.178
Metropolis,IL,1,1,37.1565,-88.7082
Metter,GA,3,1,32.3958,-82.0621
Metuchen,NJ,3,7,40.5424,-74.3628
Mexico,MO,1,0,39.1625,-91.8712
Miami,FL,44,26,25.784,-80.2101
Miami Lakes,FL,1,0,25.9125,-80.3214
Miamisburg,OH,1,3,39.6322,-84.2724
Miamiville,OH,0,1,39.2123,-84.3001
Michigan City,IN,9,5,41.7092,-86.869
Mickleton,NJ,2,2,39.7921,-75.2437
Middle River,MD,13,59,39.3436,-76.4253
Middleburg,FL,7,0,30.0502,-81.9011
Middleburg,PA,0,2,40.7892,-77.0445
Middleburg,VA,0,5,38.9715,-77.7429
Middleburg Heights,OH,3,2,41.3696,-81.815
Middlebury,IN,10,11,41.6696,-85.7075
Middlefield,OH,40,81,41.46,-81.071
Middleport,NY,0,2,43.2117,-78.4757
Middleport,OH,1,0,38.9948,-82.0643
Middlesex,NC,3,4,35.7894,-78.2047
Middlesex,NJ,18,6,40.5744,-74.5011
Middleton,TN,5,1,35.0593,-88.8902
Middleton,WI,0,2,43.1064,-89.5059
Middletown,CT,30,10,41.5476,-72.6549
Middletown,DE,11,25,39.445,-75.7183
Middletown,IN,1,0,40.0595,-85.5423
Middletown,NY,73,15,41.4459,-74.4236
Middletown,OH,71,32,39.5033,-84.3659
Middletown,PA,19,43,40.201,-76.7289
Midland,MI,3,0,43.6241,-84.2319
Midland,NC,12,23,35.245,-80.5212
Midland,PA,3,0,40.6374,-80.4565
Midlothian,TX,1,1,32.4669,-96.989
Midlothian,VA,3,20,37.4856,-77.6522
Midway,FL,0,2,30.4169,-87.0229
Midway,GA,6,11,31.8003,-81.419
Midway,KY,5,0,38.1562,-84.676
Mifflinburg,PA,4,6,40.9202,-77.0465
Mifflintown,PA,28,4,40.5713,-77.3951
Milan,MI,0,6,42.0816,-83.6854
Milan,OH,0,4,41.2882,-82.5994
Milan,TN,3,0,35.9126,-88.7554
Milesburg,PA,1,1,40.9426,-77.792
Milford,DE,1,5,38.9091,-75.4227
Milford,IL,2,0,40.6278,-87.6963
Milford,IN,1,0,41.4143,-85.8446
Milford,NJ,2,14,40.5694,-75.0916
Milford,OH,0,7,39.1699,-84.2811
Milford,PA,6,13,41.3238,-74.8012
Milford Mill,MD,1,2,39.3444,-76.7668
Mill Creek,WV,1,0,38.7319,-79.9725
Mill Hall,PA,3,2,41.1045,-77.4888
Millbury,OH,0,1,41.5648,-83.4255
Milledgeville,GA,3,4,33.0874,-83.2414
Millen,GA,2,2,32.8071,-81.9423
Millersburg,IN,1,53,41.5277,-85.6964
Millersburg,OH,12,14,40.5533,-81.9171
Millersburg,PA,4,3,40.5422,-76.9554
Millerton,NY,2,0,41.9534,-73.5113
Millington,MD,1,0,39.2629,-75.836
Millington,TN,2,5,35.335,-89.8991
Mills River,NC,34,50,35.3853,-82.5854
Millsboro,DE,0,18,38.5892,-75.3089
Millsboro,PA,1,1,39.9902,-80.0023
Milltown,NJ,2,0,40.4504,-74.4351
Millville,NJ,42,35,39.3903,-75.0561
Millville,PA,0,2,41.1205,-76.5253
Millwood,NY,0,1,41.1947,-73.7964
Milner,GA,0,1,33.1176,-84.1931
Milroy,IN,0,1,39.4982,-85.4675
Milton,DE,7,6,38.775,-75.3102
Milton,FL,1,7,30.6286,-87.0522
Milton,NY,3,8,41.6571,-73.9661
Milton,PA,55,28,41.0088,-76.8507
Milton,WI,1,0,42.775,-88.9429
Milton,WV,1,0,38.433,-82.1303
Miltonsburg,OH,0,1,39.8313,-81.1646
Milwaukee,WI,13,6,43.0642,-87.9675
Mineral Ridge,OH,0,2,41.1385,-80.7672
Mineral Springs,PA,0,1,40.9981,-78.3636
Mineral Wells,TX,1,0,32.8169,-98.0776
Minersville,PA,0,4,40.6908,-76.2594
Minerva,OH,2,4,40.7306,-81.1023
Mingo Junction,OH,0,2,40.3244,-80.6173
Minneapolis,MN,21,8,44.9635,-93.2678
Minooka,IL,2,17,41.4507,-88.2791
Minster,OH,13,4,40.3947,-84.3789
Mint Hill,NC,10,8,35.1783,-80.6528
Miramar,FL,2,1,25.9773,-80.3351
Mishawaka,IN,13,4,41.6742,-86.1666
Mission,KS,0,1,39.027,-94.6568
Missouri City,TX,0,1,29.563,-95.5365
Mitchell,IN,4,0,38.7369,-86.4755
Moberly,MO,0,2,39.4179,-92.4364
Mobile,AL,8,12,30.6782,-88.1162
Mocksville,NC,134,102,35.9007,-80.5631
Modena,PA,2,0,39.9619,-75.8025
Modoc,IN,0,2,40.0455,-85.1262
Mogadore,OH,526,72,41.0523,-81.3994
Moline,IL,0,1,41.4821,-90.492
Momence,IL,0,1,41.164,-87.663
Monaca,PA,2,2,40.6833,-80.2736
Moncks Corner,SC,49,51,33.173,-80.0107
Moncure,NC,18,7,35.6239,-79.0769
Monee,IL,1,2,41.4181,-87.7502
Monessen,PA,0,34,40.1519,-79.8828
Moneta,VA,2,0,37.1886,-79.6133
Monetta,SC,0,3,33.8501,-81.61
Mongaup Valley,NY,1,3,41.676,-74.7831
Monmouth Beach,NJ,0,1,40.3364,-73.9863
Monmouth Junction,NJ,6,7,40.3754,-74.5582
Monon,IN,5,2,40.8642,-86.8787
Monona,WI,0,7,43.054,-89.3334
Monongahela,PA,17,0,40.1955,-79.9222
Monroe,GA,10,19,33.799,-83.7161
Monroe,LA,3,2,32.5185,-92.0774
Monroe,MI,24,4,41.9155,-83.3849
Monroe,NC,214,189,35.0063,-80.5596
Monroe,OH,31,40,39.4461,-84.3667
Monroe,WI,0,1,42.603,-89.6381
Monroeville,AL,1,0,31.5162,-87.3279
Monroeville,IN,2,3,40.9735,-84.8675
Monroeville,OH,9,0,41.244,-82.7018
Monroeville,PA,1,7,40.4262,-79.7605
Monrovia,MD,2,198,39.357,-77.2747
Monsey,NY,0,2,41.1181,-74.0682
Montague,MI,0,1,43.4128,-86.3636
Montandon,PA,0,2,40.9654,-76.8529
Monterey,TN,9,4,36.1447,-85.2643
Montezuma,GA,0,3,32.2997,-84.0246
Montgomery,AL,13,18,32.3482,-86.2668
Montgomery,IL,2,2,41.7237,-88.3633
Montgomery,IN,0,7,38.6655,-87.0493
Montgomery,MI,0,2,41.7775,-84.8064
Montgomery,MN,2,0,44.445,-93.5797
Montgomery,PA,7,11,41.171,-76.8738
Montgomery Village,MD,0,2,39.1788,-77.1954
Montgomeryville,PA,20,13,40.2502,-75.2405
Monticello,AR,3,1,33.6257,-91.7934
Monticello,FL,1,0,30.5423,-83.8722
Monticello,GA,6,1,33.2955,-83.686
Monticello,IN,15,4,40.7455,-86.7668
Monticello,KY,2,4,36.8412,-84.8502
Monticello,MN,0,1,45.2991,-93.7996
Monticello,MS,5,4,31.5525,-90.1145
Monticello,NY,0,2,41.6522,-74.6874
Montoursville,PA,3,8,41.2472,-76.9184
Montpelier,IN,0,1,40.5498,-85.287
Montpelier,OH,27,24,41.5817,-84.5968
Montpelier,VT,0,5,44.2659,-72.5717
Montrose,NY,0,1,41.2425,-73.9424
Montrose,PA,2,7,41.8335,-75.8761
Montross,VA,1,1,38.0941,-76.8229
Moody,AL,2,2,33.5986,-86.4963
Moonachie,NJ,15,29,40.8408,-74.059
Moore Haven,FL,1,0,26.8338,-81.0984
Moorefield,WV,9,25,39.0675,-78.9623
Mooresboro,NC,272,0,35.2992,-81.6986
Mooresburg,TN,2,0,36.3531,-83.2362
Mooresville,IN,22,9,39.6022,-86.3681
Mooresville,NC,1152,128,35.5847,-80.8266
Moorhead,MN,0,1,46.8673,-96.7461
Moosic,PA,1,0,41.3584,-75.7027
Moraine,OH,23,20,39.6983,-84.2458
Morehead,KY,1,17,38.1906,-83.4466
Morehead City,NC,52,12,34.7308,-76.7388
Morehouse,MO,9,0,36.8463,-89.6911
Morganfield,KY,1,6,37.6869,-87.8878
Morganton,NC,168,157,35.7408,-81.7002
Morgantown,KY,5,32,37.2174,-86.7001
Morgantown,PA,6,6,40.1538,-75.8884
Morgantown,WV,10,23,39.6383,-79.9464
Moro,AR,0,1,34.792,-90.988
Morrilton,AR,2,1,35.1558,-92.7387
Morris,IL,3,3,41.3749,-88.4304
Morris,MN,1,0,45.5857,-95.9046
Morris Plains,NJ,0,1,40.8356,-74.4786
Morrison,TN,8,19,35.6048,-85.9117
Morristown,IN,0,1,39.6738,-85.7052
Morristown,NJ,1,2,40.7967,-74.4772
Morristown,TN,58,55,36.2043,-83.3001
Morrisville,NC,37,61,35.8368,-78.8348
Morrisville,PA,12,9,40.2074,-74.78
Morrow,GA,8,8,33.5815,-84.3391
Morrow,OH,0,1,39.35,-84.123
Morton,IL,2,1,40.6135,-89.4669
Morton Grove,IL,1,1,42.0423,-87.789
Morven,NC,0,2,34.8643,-80.0
Moscow,TN,1,4,35.0611,-89.3893
Moscow Mills,MO,2,0,38.94,-90.9254
Moselle,MS,0,1,31.5087,-89.2824
Mosheim,TN,2,3,36.1955,-82.9655
Mosinee,WI,5,1,44.7874,-89.6839
Moulton,AL,2,0,34.4844,-87.2833
Moultrie,GA,8,8,31.1591,-83.7708
Mounds,IL,4,0,37.1145,-89.2023
Mounds View,MN,0,1,45.1071,-93.2076
Moundsville,WV,1,2,39.9221,-80.7422
Mount Airy,GA,1,0,34.5221,-83.4976
Mount Airy,MD,9,3,39.3742,-77.1534
Mount Airy,NC,50,64,36.5083,-80.6155
Mount Arlington,NJ,0,1,40.919,-74.639
Mount Bethel,PA,4,3,40.9048,-75.1116
Mount Carmel,PA,3,19,40.7959,-76.4119
Mount Carmel,TN,0,1,36.562,-82.6618
Mount Clemens,MI,0,1,42.5977,-82.8821
Mount Crawford,VA,5,39,38.3601,-78.9413
Mount Eaton,OH,11,2,40.6948,-81.7021
Mount Gilead,NC,11,1,35.2163,-80.005
Mount Holly,NC,25,42,35.3136,-81.0073
Mount Holly Springs,PA,5,0,40.1126,-77.1854
Mount Hope,WV,0,13,37.8976,-81.1737
Mount Jackson,VA,0,4,38.739,-78.651
Mount Jewett,PA,5,2,41.7246,-78.6443
Mount Joy,PA,19,39,40.1106,-76.5065
Mount Juliet,TN,12,6,36.199,-86.5115
Mount Kisco,NY,0,1,41.2016,-73.7281
Mount Morris,PA,1,1,39.7342,-80.0755
Mount Olive,IL,0,4,39.0726,-89.7277
Mount Olive,NC,68,25,35.1997,-78.0662
Mount Orab,OH,0,2,39.0293,-83.9267
Mount Pleasant,IA,0,1,40.9625,-91.5452
Mount Pleasant,MI,0,2,43.5966,-84.7759
Mount Pleasant,NC,0,2,35.3771,-80.4503
Mount Pleasant,PA,61,29,40.1509,-79.5434
Mount Pleasant,SC,2,7,32.8537,-79.8203
Mount Pleasant,TN,20,13,35.5483,-87.1872
